Id,Age,Gender,Education Level,Job Title,Years of Experience,Salary
5590,25,Male,Bachelor's Degree,Product Manager,1,55000
5591,30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
5592,34,Male,PhD,Research Director,11,170000
5593,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5594,32,Male,Bachelor's Degree,Product Manager,7,120000
5595,24,Female,High School,Receptionist,0,25000
5596,37,Male,Master's Degree,Marketing Director,14,180000
5597,39,Female,Bachelor's Degree,Financial Manager,16,200000
5598,26,Male,Bachelor's Degree,Product Designer,2,50000
5599,31,Female,PhD,Data Scientist,8,140000
5600,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5601,33,Female,Master's Degree,Marketing Manager,9,130000
5602,27,Male,Bachelor's Degree,Software Engineer,3,80000
5603,36,Female,PhD,Research Scientist,12,160000
5604,25,Male,Bachelor's Degree,Product Manager,1,55000
5605,30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
5606,34,Male,PhD,Research Director,11,170000
5607,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5608,32,Male,Bachelor's Degree,Product Manager,7,120000
5609,24,Female,High School,Receptionist,0,25000
5610,37,Male,Master's Degree,Marketing Director,14,180000
5611,39,Female,Bachelor's Degree,Financial Manager,16,200000
5612,26,Male,Bachelor's Degree,Product Designer,2,50000
5613,31,Female,PhD,Data Scientist,8,140000
5614,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5615,33,Female,Master's Degree,Marketing Manager,9,130000
5616,27,Male,Bachelor's Degree,Software Engineer,3,80000
5617,36,Female,PhD,Research Scientist,12,160000
5618,25,Male,Bachelor's Degree,Product Manager,1,55000
5619,30,Female,Bachelor's Degree,Marketing Coordinator,5,85000
5620,34,Male,PhD,Research Director,11,170000
5621,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5622,32,Male,Bachelor's Degree,Product Manager,7,120000
5623,24,Female,High School,Receptionist,0,25000
5624,37,Male,Master's Degree,Marketing Director,14,180000
5625,28,Female,Bachelor's Degree,Marketing Coordinator,3,60000
5626,33,Male,Master's Degree,Software Engineer,9,120000
5627,26,Female,Bachelor's Degree,Graphic Designer,1,45000
5628,29,Male,Bachelor's Degree,Product Manager,5,80000
5629,35,Female,PhD,Research Scientist,11,150000
5630,27,Male,Bachelor's Degree,Software Engineer,2,65000
5631,31,Female,Bachelor's Degree,Marketing Manager,7,100000
5632,28,Male,Master's Degree,Financial Analyst,4,90000
5633,24,Female,Bachelor's Degree,Marketing Analyst,0,40000
5634,30,Male,Bachelor's Degree,Project Manager,6,110000
5635,34,Female,PhD,Research Director,12,170000
5636,27,Male,Bachelor's Degree,Software Engineer,3,75000
5637,33,Female,Master's Degree,Marketing Manager,8,120000
5638,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5639,25,Female,High School,Customer Service Representative,1,30000
5640,36,Male,PhD,Research Scientist,13,180000
5641,39,Female,Bachelor's Degree,Financial Manager,15,200000
5642,26,Male,Bachelor's Degree,Product Designer,1,50000
5643,31,Female,PhD,Data Scientist,8,140000
5644,28,Male,Bachelor's Degree,Marketing Analyst,3,65000
5645,32,Female,Bachelor's Degree,Product Manager,7,110000
5646,24,Male,High School,Delivery Driver,0,28000
5647,37,Male,Master's Degree,Marketing Director,14,190000
5648,39,Female,Bachelor's Degree,Financial Manager,16,210000
5649,26,Male,Bachelor's Degree,Product Designer,2,55000
5650,31,Female,PhD,Data Scientist,8,140000
5651,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5652,33,Female,Master's Degree,Marketing Manager,9,130000
5653,27,Male,Bachelor's Degree,Software Engineer,3,80000
5654,36,Female,PhD,Research Scientist,12,170000
5655,25,Male,Bachelor's Degree,Product Manager,1,60000
5656,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5657,34,Male,PhD,Research Director,11,160000
5658,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5659,32,Male,Bachelor's Degree,Product Manager,7,120000
5660,24,Female,High School,Receptionist,0,25000
5661,37,Male,Master's Degree,Marketing Director,14,190000
5662,39,Female,Bachelor's Degree,Financial Manager,16,200000
5663,26,Male,Bachelor's Degree,Product Designer,2,55000
5664,31,Female,PhD,Data Scientist,8,140000
5665,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5666,33,Female,Master's Degree,Marketing Manager,9,130000
5667,27,Male,Bachelor's Degree,Software Engineer,3,80000
5668,36,Female,PhD,Research Scientist,12,170000
5669,25,Male,Bachelor's Degree,Product Manager,1,60000
5670,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5671,34,Male,PhD,Research Director,11,160000
5672,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5673,32,Male,Bachelor's Degree,Product Manager,7,120000
5674,24,Female,High School,Receptionist,0,25000
5675,37,Male,Master's Degree,Marketing Director,14,190000
5676,39,Female,Bachelor's Degree,Financial Manager,16,200000
5677,26,Male,Bachelor's Degree,Product Designer,2,55000
5678,31,Female,PhD,Data Scientist,8,140000
5679,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5680,33,Female,Master's Degree,Marketing Manager,9,130000
5681,27,Male,Bachelor's Degree,Software Engineer,3,80000
5682,36,Female,PhD,Research Scientist,12,170000
5683,25,Male,Bachelor's Degree,Product Manager,1,60000
5684,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5685,34,Male,PhD,Research Director,11,160000
5686,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5687,32,Male,Bachelor's Degree,Product Manager,7,120000
5688,24,Female,High School,Receptionist,0,25000
5689,37,Male,Master's Degree,Marketing Director,14,190000
5690,39,Female,Bachelor's Degree,Financial Manager,16,200000
5691,26,Male,Bachelor's Degree,Product Designer,2,55000
5692,31,Female,PhD,Data Scientist,8,140000
5693,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5694,33,Female,Master's Degree,Marketing Manager,9,130000
5695,27,Male,Bachelor's Degree,Software Engineer,3,80000
5696,36,Female,PhD,Research Scientist,12,170000
5697,25,Male,Bachelor's Degree,Product Manager,1,60000
5698,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5699,34,Male,PhD,Research Director,11,160000
5700,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5701,32,Male,Bachelor's Degree,Product Manager,7,120000
5702,24,Female,High School,Receptionist,0,25000
5703,37,Male,Master's Degree,Marketing Director,14,190000
5704,39,Female,Bachelor's Degree,Financial Manager,16,200000
5705,26,Male,Bachelor's Degree,Product Designer,2,55000
5706,31,Female,PhD,Data Scientist,8,140000
5707,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5708,33,Female,Master's Degree,Marketing Manager,9,130000
5709,27,Male,Bachelor's Degree,Software Engineer,3,80000
5710,36,Female,PhD,Research Scientist,12,170000
5711,25,Male,Bachelor's Degree,Product Manager,1,60000
5712,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5713,34,Male,PhD,Research Director,11,160000
5714,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5715,32,Male,Bachelor's Degree,Product Manager,7,120000
5716,24,Female,High School,Receptionist,0,25000
5717,37,Male,Master's Degree,Marketing Director,14,190000
5718,39,Female,Bachelor's Degree,Financial Manager,16,200000
5719,26,Male,Bachelor's Degree,Product Designer,2,55000
5720,31,Female,PhD,Data Scientist,8,140000
5721,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5722,33,Female,Master's Degree,Marketing Manager,9,130000
5723,27,Male,Bachelor's Degree,Software Engineer,3,80000
5724,36,Female,PhD,Research Scientist,12,170000
5725,25,Male,Bachelor's Degree,Product Manager,1,60000
5726,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5727,34,Male,PhD,Research Director,11,160000
5728,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5729,32,Male,Bachelor's Degree,Product Manager,7,120000
5730,24,Female,High School,Receptionist,0,25000
5731,37,Male,Master's Degree,Marketing Director,14,190000
5732,39,Female,Bachelor's Degree,Financial Manager,16,200000
5733,26,Male,Bachelor's Degree,Product Designer,2,55000
5734,31,Female,PhD,Data Scientist,8,140000
5735,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5736,33,Female,Master's Degree,Marketing Manager,9,130000
5737,27,Male,Bachelor's Degree,Software Engineer,3,80000
5738,36,Female,PhD,Research Scientist,12,170000
5739,25,Male,Bachelor's Degree,Product Manager,1,60000
5740,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5741,34,Male,PhD,Research Director,11,160000
5742,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5743,32,Male,Bachelor's Degree,Product Manager,7,120000
5744,24,Female,High School,Receptionist,0,25000
5745,37,Male,Master's Degree,Marketing Director,14,190000
5746,39,Female,Bachelor's Degree,Financial Manager,16,200000
5747,26,Male,Bachelor's Degree,Product Designer,2,55000
5748,31,Female,PhD,Data Scientist,8,140000
5749,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5750,33,Female,Master's Degree,Marketing Manager,9,130000
5751,27,Male,Bachelor's Degree,Software Engineer,3,80000
5752,29,Male,Bachelor's Degree,Software Engineer,3,75000
5753,32,Female,Master's Degree,Marketing Manager,8,120000
5754,27,Male,Bachelor's Degree,Product Manager,2,65000
5755,30,Female,PhD,Data Scientist,6,100000
5756,36,Male,Bachelor's Degree,Financial Analyst,11,150000
5757,28,Female,Bachelor's Degree,Marketing Coordinator,3,60000
5758,33,Male,Master's Degree,Software Engineer,9,120000
5759,26,Female,Bachelor's Degree,Graphic Designer,1,45000
5760,29,Male,Bachelor's Degree,Product Manager,5,80000
5761,35,Female,PhD,Research Scientist,11,150000
5762,27,Male,Bachelor's Degree,Software Engineer,2,65000
5763,31,Female,Bachelor's Degree,Marketing Manager,7,100000
5764,28,Male,Master's Degree,Financial Analyst,4,90000
5765,24,Female,Bachelor's Degree,Marketing Analyst,0,40000
5766,30,Male,Bachelor's Degree,Project Manager,6,110000
5767,34,Female,PhD,Research Director,12,170000
5768,27,Male,Bachelor's Degree,Software Engineer,3,75000
5769,33,Female,Master's Degree,Marketing Manager,8,120000
5770,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5771,25,Female,High School,Customer Service Representative,1,30000
5772,36,Male,PhD,Research Scientist,13,180000
5773,39,Female,Bachelor's Degree,Financial Manager,15,200000
5774,26,Male,Bachelor's Degree,Product Designer,1,50000
5775,31,Female,PhD,Data Scientist,8,140000
5776,28,Male,Bachelor's Degree,Marketing Analyst,3,65000
5777,32,Female,Bachelor's Degree,Product Manager,7,110000
5778,24,Male,High School,Delivery Driver,0,28000
5779,37,Male,Master's Degree,Marketing Director,14,190000
5780,39,Female,Bachelor's Degree,Financial Manager,16,210000
5781,26,Male,Bachelor's Degree,Product Designer,2,55000
5782,31,Female,PhD,Data Scientist,8,140000
5783,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5784,33,Female,Master's Degree,Marketing Manager,9,130000
5785,27,Male,Bachelor's Degree,Software Engineer,3,80000
5786,36,Female,PhD,Research Scientist,12,170000
5787,25,Male,Bachelor's Degree,Product Manager,1,60000
5788,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5789,34,Male,PhD,Research Director,11,160000
5790,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5791,32,Male,Bachelor's Degree,Product Manager,7,120000
5792,24,Female,High School,Receptionist,0,25000
5793,37,Male,Master's Degree,Marketing Director,14,190000
5794,39,Female,Bachelor's Degree,Financial Manager,16,200000
5795,26,Male,Bachelor's Degree,Product Designer,2,55000
5796,31,Female,PhD,Data Scientist,8,140000
5797,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5798,33,Female,Master's Degree,Marketing Manager,9,130000
5799,27,Male,Bachelor's Degree,Software Engineer,3,80000
5800,36,Female,PhD,Research Scientist,12,170000
5801,25,Male,Bachelor's Degree,Product Manager,1,60000
5802,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5803,34,Male,PhD,Research Director,11,160000
5804,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5805,32,Male,Bachelor's Degree,Product Manager,7,120000
5806,24,Female,High School,Receptionist,0,25000
5807,37,Male,Master's Degree,Marketing Director,14,190000
5808,39,Female,Bachelor's Degree,Financial Manager,16,200000
5809,26,Male,Bachelor's Degree,Product Designer,2,55000
5810,31,Female,PhD,Data Scientist,8,140000
5811,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5812,33,Female,Master's Degree,Marketing Manager,9,130000
5813,27,Male,Bachelor's Degree,Software Engineer,3,80000
5814,36,Female,PhD,Research Scientist,12,170000
5815,25,Male,Bachelor's Degree,Product Manager,1,60000
5816,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5817,34,Male,PhD,Research Director,11,160000
5818,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5819,32,Male,Bachelor's Degree,Product Manager,7,120000
5820,24,Female,High School,Receptionist,0,25000
5821,37,Male,Master's Degree,Marketing Director,14,190000
5822,39,Female,Bachelor's Degree,Financial Manager,16,200000
5823,26,Male,Bachelor's Degree,Product Designer,2,55000
5824,31,Female,PhD,Data Scientist,8,140000
5825,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5826,33,Female,Master's Degree,Marketing Manager,9,130000
5827,27,Male,Bachelor's Degree,Software Engineer,3,80000
5828,36,Female,PhD,Research Scientist,12,170000
5829,25,Male,Bachelor's Degree,Product Manager,1,60000
5830,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5831,34,Male,PhD,Research Director,11,160000
5832,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5833,32,Male,Bachelor's Degree,Product Manager,7,120000
5834,24,Female,High School,Receptionist,0,25000
5835,37,Male,Master's Degree,Marketing Director,14,190000
5836,39,Female,Bachelor's Degree,Financial Manager,16,200000
5837,26,Male,Bachelor's Degree,Product Designer,2,55000
5838,31,Female,PhD,Data Scientist,8,140000
5839,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5840,33,Female,Master's Degree,Marketing Manager,9,130000
5841,27,Male,Bachelor's Degree,Software Engineer,3,80000
5842,36,Female,PhD,Research Scientist,12,170000
5843,25,Male,Bachelor's Degree,Product Manager,1,60000
5844,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5845,34,Male,PhD,Research Director,11,160000
5846,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5847,32,Male,Bachelor's Degree,Product Manager,7,120000
5848,24,Female,High School,Receptionist,0,25000
5849,37,Male,Master's Degree,Marketing Director,14,190000
5850,39,Female,Bachelor's Degree,Financial Manager,16,200000
5851,26,Male,Bachelor's Degree,Product Designer,2,55000
5852,31,Female,PhD,Data Scientist,8,140000
5853,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5854,33,Female,Master's Degree,Marketing Manager,9,130000
5855,27,Male,Bachelor's Degree,Software Engineer,3,80000
5856,36,Female,PhD,Research Scientist,12,170000
5857,25,Male,Bachelor's Degree,Product Manager,1,60000
5858,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5859,34,Male,PhD,Research Director,11,160000
5860,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5861,32,Male,Bachelor's Degree,Product Manager,7,120000
5862,24,Female,High School,Receptionist,0,25000
5863,37,Male,Master's Degree,Marketing Director,14,190000
5864,39,Female,Bachelor's Degree,Financial Manager,16,200000
5865,26,Male,Bachelor's Degree,Product Designer,2,55000
5866,31,Female,PhD,Data Scientist,8,140000
5867,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5868,33,Female,Master's Degree,Marketing Manager,9,130000
5869,27,Male,Bachelor's Degree,Software Engineer,3,80000
5870,36,Female,PhD,Research Scientist,12,170000
5871,25,Male,Bachelor's Degree,Product Manager,1,60000
5872,30,Female,Bachelor's Degree,Marketing Coordinator,5,90000
5873,34,Male,PhD,Research Director,11,160000
5874,28,Female,Bachelor's Degree,Marketing Analyst,3,60000
5875,32,Male,Bachelor's Degree,Product Manager,7,120000
5876,24,Female,High School,Receptionist,0,25000
5877,37,Male,Master's Degree,Marketing Director,14,190000
5878,39,Female,Bachelor's Degree,Financial Manager,16,200000
5879,27,Male,phD,Marketing Coordinator,7,120000
5880,28,Female,Bachelor's Degree,Marketing Coordinator,3,60000
5881,33,Male,Master's Degree,Software Engineer,8,120000
5882,27,Female,Bachelor's Degree,Product Manager,2,65000
5883,30,Male,PhD,Data Scientist,6,100000
5884,36,Female,Bachelor's Degree,Financial Analyst,11,150000
5885,29,Male,Bachelor's Degree,Marketing Analyst,3,65000
5886,32,Female,Master's Degree,Software Engineer,9,120000
5887,26,Male,Bachelor's Degree,Graphic Designer,1,45000
5888,29,Female,Bachelor's Degree,Product Manager,5,80000
5889,35,Male,PhD,Research Scientist,11,150000
5890,27,Male,Bachelor's Degree,Software Engineer,2,65000
5891,31,Female,Bachelor's Degree,Marketing Manager,7,100000
5892,28,Male,Master's Degree,Financial Analyst,4,90000
5893,24,Female,Bachelor's Degree,Marketing Analyst,0,40000
5894,30,Male,Bachelor's Degree,Project Manager,6,110000
5895,34,Female,PhD,Research Director,12,170000
5896,27,Male,Bachelor's Degree,Software Engineer,3,75000
5897,33,Female,Master's Degree,Marketing Manager,8,120000
5898,29,Male,Bachelor's Degree,Marketing Analyst,4,70000
5899,25,Female,High School,Customer Service Representative,1,30000
5900,36,Male,PhD,Research Scientist,13,180000
5901,39,Female,Bachelor's Degree,Financial Manager,15,200000
5902,26,Male,Bachelor's Degree,Product Designer,1,50000
5903,31,Female,PhD,Data Scientist,8,140000
5904,28,Male,Bachelor's Degree,Marketing Analyst,3,65000
5905,32,Female,Bachelor's Degree,Product Manager,7,110000
5906,24,Male,High School,Delivery Driver,0,28000
5907,37,Male,Master's Degree,Marketing Director,14,190000
5908,39,Female,Bachelor's Degree,Financial Manager,16,210000
